SQRP SY2020 Individual Indicator Scores (Based on 2018-2019 Data),,,,,,NWEA MAP Growth Indicators - All Students,,,,,,,,,,,,NWEA MAP Growth Indicators - Priority Groups,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWEA MAP Attainment Indicators,,,,,,,,,,,,,,,,ACCESS,,,,Other Indicators,,,,,,,,,
School ID,School Name,Network ,SQRP Total Points Earned,SY 2019-2020 SQRP Rating,SY 2019-2020 Accountability Status,National School Growth Percentile - Reading,,,,National School Growth Percentile - Math,,,,Percent of Students Meeting/Exceeding National Average Growth Norms,,,,African-American Growth Percentile - Reading,,,,Hispanic Growth Percentile - Reading,,,,English Learner Growth Percentile - Reading,,,,Diverse Learner Growth Percentile - Reading,,,,African-American Growth Percentile - Math,,,,Hispanic Growth Percentile - Math,,,,English Learner Growth Percentile - Math,,,,Diverse Learner Growth Percentile - Math,,,,National School Attainment %ile - Reading (Grades 3-8),,,,National School Attainment %ile - Math (Grades 3-8),,,,National School Attainment %ile - Reading (Grade 2),,,,National School Attainment %ile - Math (Grade 2),,,,"Pct of Students Making Sufficent 
Annual Progress",,,,Average Daily Attendance Rate (Grades K-8),,,"My Voice, My School 5 Essentials Survey",,,Data Quality Index Score,,,
,,,,,,Score,Part. Rate,Points,Weight,Score,Part. Rate,Points,Weight,Score,Part. Rate,Points,Weight,Score,Part. Rate,Points,Weight,Score,Part. Rate,Points,Weight,Score,Part. Rate,Points,Weight,Score,Part. Rate,Points,Weight,Score,Part. Rate,Points,Weight,Score,Part. Rate,Points,Weight,Score,Part. Rate,Points,Weight,Score,Part. Rate,Points,Weight,Score,Part. Rate,Points,Weight,Score,Part. Rate,Points,Weight,Score,Part. Rate,Points,Weight,Score,Part. Rate,Points,Weight,Score,Part. Rate,Points,Weight,Score ,Points,Weight,Score ,Points,Weight,Score ,Points,Weight,
610115,PARK MANOR,Network 12,4.1,Level 1+,Good Standing,42,100,3,18.75,94,100,5,18.75,60.2,100,4,10,42,100,3,1.25,.,.,.,.,.,.,.,.,.,.,.,.,94,100,5,1.25,.,.,.,.,.,.,.,.,.,.,.,.,43,100,3,5,53,100,3,5,10,100,2,2.5,9,100,1,2.5,.,.,.,.,96.1,5,20,Well Organized,5,10,99.9,5,5,
610116,PARKSIDE,Network 12,2.1,Level 2,Provisional Support,1,99,1,18.75,3,99,1,18.75,31.7,99,1,10,1,99,1,1.25,.,.,.,.,.,.,.,.,.,.,.,.,3,99,1,1.25,.,.,.,.,.,.,.,.,.,.,.,.,27,99,2,5,41,99,3,5,16,96,2,2.5,8,100,1,2.5,.,.,.,.,94,3,20,Organized,4,10,99.5,5,5,
610117,PASTEUR,ISP,3.3,Level 2+,Good Standing,60,100,3,15,43,100,3,15,56.5,100,3,10,.,.,.,.,62,100,4,1.25,82,100,5,1.25,.,.,.,.,.,.,.,.,42,100,3,1.25,45,100,3,1.25,.,.,.,.,53,100,3,5,66,100,3,5,49,100,3,2.5,57,100,3,2.5,39.6,100,3,5,94.4,3,20,Well Organized,5,10,99.9,5,5,
610120,PECK,ISP,3.8,Level 1,Good Standing,68,100,3,15,89,100,4,15,62.2,100,4,10,.,.,.,.,70,100,5,1.25,44,100,3,1.25,.,.,.,.,.,.,.,.,88,100,5,1.25,50,100,4,1.25,.,.,.,.,68,100,3,5,71,100,4,5,64,100,3,2.5,41,100,3,2.5,34.5,100,2,5,95.4,4,20,Well Organized,5,10,100,5,5,
610121,IRVING,Network 6,3.1,Level 2+,Good Standing,68,100,3,13.75,47,100,3,13.75,52.3,100,3,10,68,100,4,1.25,78,100,5,1.25,.,.,.,.,71,100,5,1.25,47,100,3,1.25,34,100,3,1.25,.,.,.,.,68,100,4,1.25,46,100,3,5,25,100,2,5,24,100,2,2.5,9,100,1,2.5,5.6,100,1,5,95,4,20,Partially Organized,2,10,99.7,5,5,
610122,PEIRCE,ISP,4,Level 1+,Good Standing,81,100,4,12.5,69,100,3,12.5,65.4,100,4,10,87,100,5,1.25,76,100,5,1.25,48,100,3,1.25,68,100,4,1.25,84,100,5,1.25,53,100,4,1.25,37,100,3,1.25,32,100,3,1.25,88,100,4,5,77,100,4,5,92,100,5,2.5,63,100,3,2.5,19.9,98,1,5,96.1,5,20,Organized,4,10,99.8,5,5,
610123,PENN,Network 5,3.6,Level 1,Good Standing,36,99,2,18.75,77,98,4,18.75,52.4,99,3,10,32,99,3,1.25,.,.,.,.,.,.,.,.,.,.,.,.,83,99,5,1.25,.,.,.,.,.,.,.,.,.,.,.,.,39,99,2,5,33,98,2,5,16,100,2,2.5,21,100,2,2.5,.,.,.,.,96,5,20,Well Organized,5,10,99.9,5,5,
610124,WASHINGTON H ES,Network 12,2.5,Level 2,Intensive Support,24,100,2,18.75,14,100,2,18.75,38.8,100,1,10,24,100,2,1.25,.,.,.,.,.,.,.,.,.,.,.,.,14,100,2,1.25,.,.,.,.,.,.,.,.,.,.,.,.,14,100,2,5,9,100,1,5,2,100,1,2.5,1,100,1,2.5,.,.,.,.,94.1,3,20,Well Organized,5,10,99.9,5,5,
610125,RUIZ,Network 7,3.7,Level 1,Good Standing,87,100,4,13.75,78,100,4,13.75,61.1,100,4,10,.,.,.,.,85,100,5,1.25,90,100,5,1.25,99,100,5,1.25,.,.,.,.,77,100,5,1.25,95,100,5,1.25,77,100,5,1.25,68,100,3,5,70,100,4,5,32,95,2,2.5,21,100,2,2.5,35.4,89,1,5,94.8,3,20,Well Organized,5,10,99.7,5,5,
610126,PERSHING,Network 9,3.3,Level 2+,Good Standing,46,100,3,15,39,100,2,15,50.3,100,3,10,48,100,3,1.25,.,.,.,.,.,.,.,.,90,100,5,1.25,40,100,3,1.25,.,.,.,.,.,.,.,.,55,100,4,1.25,55,100,3,5,40,100,3,5,41,100,3,2.5,44,99,3,2.5,30,95,2,5,95.3,4,20,Well Organized,5,10,99.6,5,5,
610127,PETERSON,Network 1,3.8,Level 1,Good Standing,81,100,4,12.5,65,100,3,13.75,64.7,100,4,10,88,100,5,1.25,83,100,5,1.25,76,100,5,1.25,91,100,5,1.25,.,.,.,.,53,100,4,1.25,43,100,3,1.25,76,100,5,1.25,83,100,4,5,74,100,4,5,78,100,4,2.5,63,100,3,2.5,25.7,99,2,5,95.3,4,20,Organized,4,10,99.8,5,5,
610128,GARVEY,Network 13,2.9,Level 2,Provisional Support,48,100,3,18.75,10,100,2,18.75,41.1,100,2,10,48,100,3,1.25,.,.,.,.,.,.,.,.,.,.,.,.,10,100,2,1.25,.,.,.,.,.,.,.,.,.,.,.,.,38,100,2,5,10,100,2,5,55,100,3,2.5,59,100,3,2.5,.,.,.,.,94.7,3,20,Well Organized,5,10,99.3,5,5,
610129,PICKARD,ISP,4,Level 1+,Good Standing,56,100,3,15,78,100,4,15,59.2,100,3,10,.,.,.,.,62,100,4,1.25,44,100,3,1.25,.,.,.,.,.,.,.,.,81,100,5,1.25,81,100,5,1.25,.,.,.,.,70,100,4,5,92,100,5,5,59,100,3,2.5,74,100,4,2.5,31.3,100,2,5,97,5,20,Well Organized,5,10,100,5,5,
610130,PIRIE,Network 12,2.6,Level 2,Provisional Support,44,100,3,18.75,27,100,2,18.75,48.5,100,2,10,42,100,3,1.25,.,.,.,.,.,.,.,.,.,.,.,.,24,100,2,1.25,.,.,.,.,.,.,.,.,.,.,.,.,48,100,3,5,26,100,2,5,21,100,2,2.5,11,97,2,2.5,.,.,.,.,93.6,2,20,Organized,4,10,99.9,5,5,
610131,PLAMONDON,Network 5,3.7,Level 1,Good Standing,58,100,3,16.25,61,100,3,16.25,54.4,100,3,10,.,.,.,.,48,100,3,1.25,.,.,.,.,.,.,.,.,.,.,.,.,76,100,5,1.25,.,.,.,.,.,.,.,.,72,100,4,5,59,100,3,5,40,100,3,2.5,64,100,3,2.5,42.3,100,3,5,96.7,5,20,Organized,4,10,100,5,5,
610132,POE,Network 13,3.9,Level 1+,Good Standing,38,100,2,18.75,69,100,3,18.75,61,100,4,10,40,100,3,1.25,.,.,.,.,.,.,.,.,.,.,.,.,69,100,4,1.25,.,.,.,.,.,.,.,.,.,.,.,.,99,100,5,5,99,100,5,5,99,100,5,2.5,99,100,5,2.5,.,.,.,.,97.8,5,20,Well Organized,5,10,99.4,5,5,
610133,WARD L,Network 5,3.7,Level 1,Good Standing,71,100,4,15,96,100,5,15,62.1,100,4,10,70,100,5,1.25,.,.,.,.,.,.,.,.,94,100,5,1.25,96,100,5,1.25,.,.,.,.,.,.,.,.,99,100,5,1.25,24,100,2,5,36,100,2,5,3,97,1,2.5,11,97,2,2.5,20,95,1,5,94.7,3,20,Well Organized,5,10,99.8,5,5,
610135,PORTAGE PARK,Network 1,3.9,Level 1,Good Standing,87,100,4,15,68,100,3,15,62.7,100,4,10,.,.,.,.,86,100,5,1.25,.,.,.,.,99,100,5,1.25,.,.,.,.,65,100,4,1.25,.,.,.,.,94,100,5,1.25,79,100,4,5,55,100,3,5,71,100,4,2.5,65,100,3,2.5,25,95,2,5,95.4,4,20,Well Organized,5,10,99.9,5,5,
610136,PRESCOTT,Network 4,3.4,Level 1,Good Standing,52,100,3,13.75,39,100,2,13.75,53,100,3,10,18,100,2,1.25,56,100,4,1.25,.,.,.,.,13,100,2,1.25,9,100,1,1.25,40,100,3,1.25,.,.,.,.,72,100,5,1.25,88,100,4,5,86,100,4,5,91,100,5,2.5,94,100,5,2.5,38.2,100,3,5,95.7,4,20,Moderately Organized,3,10,99.9,5,5,
610137,PRUSSING,Network 1,3.5,Level 1,Good Standing,73,100,4,13.75,65,100,3,13.75,61.6,100,4,10,.,.,.,.,70,100,5,1.25,71,100,5,1.25,1,100,1,1.25,.,.,.,.,52,100,4,1.25,50,100,4,1.25,17,100,2,1.25,81,100,4,5,76,100,4,5,84,100,4,2.5,87,100,4,2.5,30.5,100,2,5,94.7,3,20,Moderately Organized,3,10,99.8,5,5,
610138,PULASKI,Network 6,4,Level 1+,Good Standing,90,100,5,13.75,69,100,3,13.75,64.9,100,4,10,.,.,.,.,87,100,5,1.25,94,100,5,1.25,78,100,5,1.25,.,.,.,.,53,100,4,1.25,57,100,4,1.25,73,100,5,1.25,93,100,5,5,88,100,4,5,61,100,3,2.5,61,100,3,2.5,35.2,97,3,5,95.6,4,20,Moderately Organized,3,10,99.9,5,5,
610139,PULLMAN,Network 13,2.5,Level 2,Provisional Support,52,99,3,17.5,6,98,1,17.5,45.6,99,2,10,52,99,4,1.25,.,.,.,.,.,.,.,.,96,99,5,1.25,5,99,1,1.25,.,.,.,.,.,.,.,.,37,98,3,1.25,58,99,3,5,26,98,2,5,30,100,2,2.5,39,100,2,2.5,.,.,.,.,94.4,3,20,Partially Organized,2,10,99.4,5,5,
610141,RAVENSWOOD,Network 2,4.4,Level 1+,Good Standing,87,100,4,13.75,70,100,4,13.75,67.6,100,4,10,90,100,5,1.25,79,100,5,1.25,.,.,.,.,93,100,5,1.25,42,100,3,1.25,68,100,4,1.25,.,.,.,.,19,100,2,1.25,96,100,5,5,89,100,4,5,83,99,4,2.5,82,99,4,2.5,36.7,100,3,5,96.1,5,20,Well Organized,5,10,99.9,5,5,
610142,RAY,Network 9,3.5,Level 1,Good Standing,79,100,4,13.75,52,100,3,13.75,58.3,100,3,10,73,100,5,1.25,88,100,5,1.25,.,.,.,.,78,100,5,1.25,42,100,3,1.25,50,100,4,1.25,.,.,.,.,12,100,2,1.25,71,100,4,5,60,100,3,5,63,99,3,2.5,61,100,3,2.5,18.9,97,1,5,95.3,4,20,Moderately Organized,3,10,99.7,5,5,
610143,REAVIS,Network 9,3.4,Level 2+,Good Standing,76,100,4,18.75,23,100,2,18.75,50.6,100,3,10,78,100,5,1.25,.,.,.,.,.,.,.,.,.,.,.,.,23,100,2,1.25,.,.,.,.,.,.,.,.,.,.,.,.,41,100,3,5,34,100,2,5,41,100,3,2.5,32,100,2,2.5,.,.,.,.,95.2,4,20,Well Organized,5,10,100,5,5,
610144,REILLY,Network 4,3.5,Level 1,Good Standing,71,100,4,13.75,66,100,3,13.75,59.9,100,3,10,.,.,.,.,71,100,5,1.25,92,100,5,1.25,10,100,2,1.25,.,.,.,.,69,100,4,1.25,47,100,3,1.25,72,100,5,1.25,58,100,3,5,51,100,3,5,27,100,2,2.5,16,100,2,2.5,32.8,100,2,5,96.1,5,20,Partially Organized,2,10,99.6,5,5,
610145,REINBERG,Network 1,3.5,Level 1,Good Standing,71,100,4,15,50,100,3,13.75,56.7,100,3,10,.,.,.,.,66,100,4,1.25,79,100,5,1.25,.,.,.,.,.,.,.,.,50,100,4,1.25,66,100,4,1.25,39,100,3,1.25,74,100,4,5,61,100,3,5,87,99,4,2.5,84,99,4,2.5,34.8,100,2,5,94.7,3,20,Organized,4,10,99.8,5,5,
610146,REVERE,Network 12,2,Level 2,Provisional Support,3,99,1,18.75,7,100,1,18.75,35.6,99,1,10,3,99,1,1.25,.,.,.,.,.,.,.,.,.,.,.,.,9,100,1,1.25,.,.,.,.,.,.,.,.,.,.,.,.,30,99,2,5,17,100,2,5,14,100,2,2.5,22,95,2,2.5,.,.,.,.,94.1,3,20,Moderately Organized,3,10,99.6,5,5,
610147,ROGERS,ISP,4.5,Level 1+,Good Standing,76,100,4,12.5,93,100,5,12.5,71,100,5,10,79,100,5,1.25,66,100,4,1.25,66,100,4,1.25,73,100,5,1.25,86,100,5,1.25,88,100,5,1.25,83,100,5,1.25,96,100,5,1.25,91,100,5,5,92,100,5,5,93,100,5,2.5,74,100,4,2.5,32.3,100,2,5,95.5,4,20,Well Organized,5,10,100,5,5,
610148,CHAVEZ,ISP,3.9,Level 1,Good Standing,58,100,3,15,60,100,3,15,55.1,100,3,10,.,.,.,.,60,100,4,1.25,60,100,4,1.25,.,.,.,.,.,.,.,.,60,100,4,1.25,55,100,4,1.25,.,.,.,.,68,100,3,5,94,100,5,5,82,100,4,2.5,77,99,4,2.5,33.7,97,2,5,97.2,5,20,Well Organized,5,10,100,5,5,
610152,RUGGLES,Network 12,2.5,Level 2,Provisional Support,27,100,2,17.5,11,99,2,17.5,41.7,100,2,10,25,100,2,1.25,.,.,.,.,.,.,.,.,5,100,1,1.25,12,99,2,1.25,.,.,.,.,.,.,.,.,24,100,2,1.25,42,100,3,5,23,99,2,5,18,100,2,2.5,24,100,2,2.5,.,.,.,.,95.7,4,20,Not Yet Organized,1,10,99.7,5,5,
610153,RYDER,Network 11,3.7,Level 1,Good Standing,42,98,3,17.5,76,95,4,17.5,53.1,96,3,10,44,99,3,1.25,.,.,.,.,.,.,.,.,99,98,5,1.25,76,96,5,1.25,.,.,.,.,.,.,.,.,97,96,5,1.25,58,98,3,5,61,95,3,5,62,100,3,2.5,65,100,3,2.5,.,.,.,.,95.6,4,20,Organized,4,10,100,5,5,
610155,SAUGANASH,Network 1,4.8,Level 1+,Good Standing,75,100,4,15,93,100,5,15,71,100,5,10,.,.,.,.,70,100,5,1.25,.,.,.,.,90,100,5,1.25,.,.,.,.,96,100,5,1.25,.,.,.,.,58,100,4,1.25,98,100,5,5,99,100,5,5,98,100,5,2.5,99,100,5,2.5,45.2,100,4,5,96.2,5,20,Well Organized,5,10,99.4,5,5,
610157,SAWYER,Network 8,3.4,Level 2+,Good Standing,81,100,4,13.75,55,100,3,13.75,58.5,100,3,10,.,.,.,.,79,100,5,1.25,94,100,5,1.25,70,100,5,1.25,.,.,.,.,55,100,4,1.25,43,100,3,1.25,24,100,2,1.25,59,100,3,5,45,100,3,5,31,100,2,2.5,29,100,2,2.5,30.8,100,2,5,95.6,4,20,Moderately Organized,3,10,99.8,5,5,
610158,SAYRE,Network 3,3.4,Level 2+,Good Standing,62,100,3,13.75,72,100,4,13.75,55.6,100,3,10,62,100,4,1.25,54,100,4,1.25,.,.,.,.,71,100,5,1.25,83,100,5,1.25,57,100,4,1.25,.,.,.,.,58,100,4,1.25,55,100,3,5,45,100,3,5,55,100,3,2.5,44,100,3,2.5,25,96,2,5,94.6,3,20,Organized,4,10,99.8,5,5,
610159,SCAMMON,Network 1,4.1,Level 1+,Good Standing,88,100,4,13.75,90,100,5,13.75,69.3,100,4,10,.,.,.,.,85,100,5,1.25,88,100,5,1.25,87,100,5,1.25,.,.,.,.,88,100,5,1.25,85,100,5,1.25,20,100,2,1.25,74,100,4,5,84,100,4,5,37,100,2,2.5,81,100,4,2.5,28,100,2,5,95.7,4,20,Organized,4,10,100,5,5,
610163,STOCK,Network 1,.,Inability to Rate,Good Standing,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Well Organized,5,.,99.5,5,.,
610165,SCHUBERT,Network 3,2.4,Level 2,Provisional Support,13,100,2,15,8,100,1,15,36.7,100,1,10,.,.,.,.,13,100,2,1.25,6,100,1,1.25,.,.,.,.,.,.,.,.,8,100,1,1.25,4,100,1,1.25,.,.,.,.,31,100,2,5,29,100,2,5,23,100,2,2.5,22,100,2,2.5,18.1,99,1,5,95.1,4,20,Organized,4,10,100,5,5,
610167,SEWARD,Network 8,3.4,Level 2+,Good Standing,64,100,3,15,45,100,3,15,51.7,100,3,10,.,.,.,.,66,100,4,1.25,44,100,3,1.25,.,.,.,.,.,.,.,.,45,100,3,1.25,37,100,3,1.25,.,.,.,.,42,100,3,5,27,100,2,5,27,100,2,2.5,19,100,2,2.5,27.8,99,2,5,95.6,4,20,Well Organized,5,10,99.7,5,5,
610170,COLUMBIA EXPLORERS,ISP,4.3,Level 1+,Good Standing,79,100,4,15,84,100,4,15,67.3,100,4,10,.,.,.,.,81,100,5,1.25,82,100,5,1.25,.,.,.,.,.,.,.,.,85,100,5,1.25,85,100,5,1.25,.,.,.,.,79,100,4,5,83,100,4,5,65,100,3,2.5,82,100,4,2.5,39.7,100,3,5,96.5,5,20,Well Organized,5,10,99.9,5,5,
610171,MIRELES,Network 12,2.9,Level 2,Provisional Support,58,100,3,12.5,68,100,3,12.5,55.4,100,3,10,71,100,5,1.25,38,100,3,1.25,15,100,2,1.25,44,100,3,1.25,65,100,4,1.25,75,100,5,1.25,65,100,4,1.25,96,100,5,1.25,29,100,2,5,28,100,2,5,11,100,2,2.5,21,97,2,2.5,22,100,1,5,93.9,2,20,Well Organized,5,10,99.9,5,5,
610172,SHERMAN,AUSL,3.9,Level 1,Good Standing,86,100,4,18.75,87,100,4,18.75,61,100,4,10,88,100,5,1.25,.,.,.,.,.,.,.,.,.,.,.,.,84,100,5,1.25,.,.,.,.,.,.,.,.,.,.,.,.,25,100,2,5,25,100,2,5,1,100,1,2.5,14,100,2,2.5,.,.,.,.,95.5,4,20,Well Organized,5,10,99.9,5,5,
610173,SHERWOOD,ISP,4.1,Level 1+,Good Standing,85,100,4,18.75,76,100,4,18.75,60.3,100,4,10,85,100,5,1.25,.,.,.,.,.,.,.,.,.,.,.,.,76,100,5,1.25,.,.,.,.,.,.,.,.,.,.,.,.,69,100,3,5,70,100,4,5,69,100,3,2.5,77,100,4,2.5,.,.,.,.,95.9,4,20,Well Organized,5,10,100,5,5,
610174,SHIELDS,Network 8,4.2,Level 1+,Good Standing,99,100,5,13.75,98,100,5,13.75,69.5,100,4,10,.,.,.,.,99,100,5,1.25,96,100,5,1.25,99,100,5,1.25,.,.,.,.,99,100,5,1.25,72,100,5,1.25,99,100,5,1.25,37,100,2,5,48,100,3,5,38,100,2,2.5,38,100,2,2.5,30.7,99,2,5,95.7,4,20,Well Organized,5,10,99.9,5,5,
610175,SHOESMITH,Network 9,3.1,Level 2+,Good Standing,75,100,4,16.25,42,100,3,16.25,59.9,100,3,10,75,100,5,1.25,.,.,.,.,.,.,.,.,.,.,.,.,43,100,3,1.25,.,.,.,.,.,.,.,.,.,.,.,.,72,100,4,5,49,100,3,5,36,100,2,2.5,36,100,2,2.5,22.2,100,1,5,94.7,3,20,Partially Organized,2,10,99.7,5,5,
610176,SHOOP,Network 13,3.9,Level 1,Good Standing,73,100,4,17.5,83,100,4,17.5,60.8,100,4,10,73,100,5,1.25,.,.,.,.,.,.,.,.,48,100,3,1.25,83,100,5,1.25,.,.,.,.,.,.,.,.,52,100,4,1.25,41,100,3,5,59,100,3,5,23,98,2,2.5,14,98,2,2.5,.,.,.,.,95.3,4,20,Organized,4,10,99.8,5,5,
610177,SKINNER,ISP,4.7,Level 1+,Good Standing,87,99,4,13.75,94,99,5,13.75,74.4,99,5,10,83,99,5,1.25,73,100,5,1.25,.,.,.,.,79,99,5,1.25,82,99,5,1.25,88,100,5,1.25,.,.,.,.,34,99,3,1.25,99,99,5,5,99,99,5,5,99,96,5,2.5,99,96,5,2.5,55.9,95,5,5,96.4,5,20,Organized,4,10,98.3,4,5,
610178,SCHMID,Network 12,3.8,Level 1,Good Standing,79,100,4,18.75,90,100,5,18.75,62.1,100,4,10,78,100,5,1.25,.,.,.,.,.,.,.,.,.,.,.,.,90,100,5,1.25,.,.,.,.,.,.,.,.,.,.,.,.,42,100,3,5,49,100,3,5,58,100,3,2.5,47,100,3,2.5,.,.,.,.,94.3,3,20,Moderately Organized,3,10,99.8,5,5,
610179,SMYSER,ISP,3.5,Level 1,Good Standing,58,100,3,13.75,58,100,3,13.75,58.1,100,3,10,.,.,.,.,56,100,4,1.25,36,100,3,1.25,19,100,2,1.25,.,.,.,.,55,100,4,1.25,42,100,3,1.25,17,100,2,1.25,80,100,4,5,74,100,4,5,85,99,4,2.5,73,99,4,2.5,40,99,3,5,94.8,3,20,Well Organized,5,10,99.6,5,5,
610180,SMYTH,Network 6,2.3,Level 2,Provisional Support,36,99,2,17.5,15,99,2,17.5,42.8,99,2,10,36,99,3,1.25,.,.,.,.,.,.,.,.,1,99,1,1.25,15,99,2,1.25,.,.,.,.,.,.,.,.,13,99,2,1.25,10,99,2,5,5,99,1,5,1,100,1,2.5,1,95,1,2.5,.,.,.,.,94,3,20,Partially Organized,2,10,99.6,5,5,
610182,SOLOMON,Network 1,4.1,Level 1+,Good Standing,70,100,4,17.5,75,100,4,17.5,67.6,100,4,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,92,100,5,5,95,100,5,5,97,100,5,2.5,78,100,4,2.5,42.9,95,3,5,95.5,4,20,Organized,4,10,99.8,5,5,
610183,SPENCER,Network 3,2.3,Level 2,Provisional Support,13,100,2,17.5,11,100,2,17.5,36.6,100,1,10,11,100,2,1.25,.,.,.,.,.,.,.,.,30,100,3,1.25,9,100,1,1.25,.,.,.,.,.,.,.,.,28,100,2,1.25,15,100,2,5,16,100,2,5,1,100,1,2.5,1,100,1,2.5,.,.,.,.,92.5,2,20,Well Organized,5,10,99.3,5,5,
610184,SPRY ES,Network 7,3.5,Level 1,Good Standing,75,99,4,15,61,100,3,15,56.9,100,3,10,.,.,.,.,79,99,5,1.25,38,100,3,1.25,.,.,.,.,.,.,.,.,66,100,4,1.25,52,100,4,1.25,.,.,.,.,38,99,2,5,25,100,2,5,18,95,2,2.5,14,100,2,2.5,21.8,100,1,5,95.4,4,20,Well Organized,5,10,99.7,5,5,
610185,STEVENSON,Network 10,3.5,Level 1,Good Standing,64,100,3,12.5,40,100,3,12.5,55.5,100,3,10,64,100,4,1.25,66,100,4,1.25,83,100,5,1.25,21,100,2,1.25,20,100,2,1.25,39,100,3,1.25,47,100,3,1.25,3,100,1,1.25,68,100,3,5,56,100,3,5,49,100,3,2.5,57,100,3,2.5,31.9,100,2,5,95.5,4,20,Well Organized,5,10,99.9,5,5,
610188,DUNNE,Network 13,4.6,Level 1+,Good Standing,99,100,5,18.75,99,100,5,18.75,78,100,5,10,99,100,5,1.25,.,.,.,.,.,.,.,.,.,.,.,.,99,100,5,1.25,.,.,.,.,.,.,.,.,.,.,.,.,86,100,4,5,55,100,3,5,82,100,4,2.5,49,100,3,2.5,.,.,.,.,95.8,4,20,Well Organized,5,10,100,5,5,
610191,STONE,Network 2,4,Level 1+,Good Standing,71,100,4,13.75,83,100,4,13.75,66.6,100,4,10,70,100,5,1.25,70,100,5,1.25,.,.,.,.,89,100,5,1.25,65,100,4,1.25,76,100,5,1.25,.,.,.,.,69,100,4,1.25,96,100,5,5,93,100,5,5,76,100,4,2.5,61,100,3,2.5,23.3,100,1,5,95.8,4,20,Organized,4,10,99.9,5,5,
610192,STOWE,Network 5,3.2,Level 2+,Good Standing,66,100,3,15,84,100,4,15,60,100,4,10,.,.,.,.,64,100,4,1.25,50,100,4,1.25,.,.,.,.,.,.,.,.,85,100,5,1.25,68,100,4,1.25,.,.,.,.,48,100,3,5,43,100,3,5,8,100,1,2.5,44,100,3,2.5,27.2,96,2,5,94.9,3,20,Partially Organized,2,10,99.5,5,5,
610193,NEW SULLIVAN,Network 12,3.1,Level 2+,Good Standing,62,100,3,13.75,17,100,2,13.75,48.3,100,2,10,48,100,3,1.25,91,100,5,1.25,.,.,.,.,32,100,3,1.25,15,100,2,1.25,15,100,2,1.25,.,.,.,.,39,100,3,1.25,48,100,3,5,29,100,2,5,23,100,2,2.5,18,100,2,2.5,27.9,95,2,5,95.1,4,20,Well Organized,5,10,99.6,5,5,
610194,SUMNER,Network 5,3.7,Level 1,Good Standing,58,100,3,17.5,82,100,4,17.5,59.5,100,3,10,58,100,4,1.25,.,.,.,.,.,.,.,.,11,100,2,1.25,81,100,5,1.25,.,.,.,.,.,.,.,.,68,100,4,1.25,39,100,2,5,49,100,3,5,34,100,2,2.5,32,100,2,2.5,.,.,.,.,96.6,5,20,Organized,4,10,100,5,5,
610195,SUTHERLAND,Network 10,4.2,Level 1+,Good Standing,66,100,3,17.5,81,100,4,17.5,60.8,100,4,10,62,100,4,1.25,.,.,.,.,.,.,.,.,76,100,5,1.25,75,100,5,1.25,.,.,.,.,.,.,.,.,69,100,4,1.25,89,100,4,5,80,100,4,5,85,100,4,2.5,84,100,4,2.5,.,.,.,.,96.5,5,20,Well Organized,5,10,99.9,5,5,
610196,SWIFT,Network 2,3.2,Level 2+,Good Standing,30,99,2,12.5,37,98,2,12.5,50.3,99,3,10,14,99,2,1.25,27,99,2,1.25,58,99,4,1.25,14,99,2,1.25,12,98,2,1.25,52,99,4,1.25,69,98,4,1.25,4,98,1,1.25,51,99,3,5,55,98,3,5,78,95,4,2.5,69,98,3,2.5,30.1,99,2,5,96,5,20,Moderately Organized,3,10,99.6,5,5,
610197,TALCOTT,ISP,4.5,Level 1+,Good Standing,70,100,4,15,91,100,5,15,67.6,100,4,10,.,.,.,.,66,100,4,1.25,70,100,5,1.25,.,.,.,.,.,.,.,.,89,100,5,1.25,90,100,5,1.25,.,.,.,.,71,100,4,5,71,100,4,5,49,96,3,2.5,81,96,4,2.5,41.2,98,3,5,96,5,20,Well Organized,5,10,99.9,5,5,
610198,TAYLOR,Network 13,2.6,Level 2,Provisional Support,56,100,3,13.75,39,100,2,13.75,52,100,3,10,.,.,.,.,48,100,3,1.25,66,100,4,1.25,9,100,1,1.25,.,.,.,.,34,100,3,1.25,61,100,4,1.25,2,100,1,1.25,48,100,3,5,40,100,3,5,34,97,2,2.5,25,97,2,2.5,22.9,96,1,5,94.9,3,20,Not Yet Organized,1,10,100,5,5,
610199,COLEMON,Network 13,3.7,Level 1,Good Standing,79,100,4,16.25,37,100,2,16.25,57.9,100,3,10,81,100,5,1.25,.,.,.,.,.,.,.,.,.,.,.,.,37,100,3,1.25,.,.,.,.,.,.,.,.,.,.,.,.,84,100,4,5,69,100,3,5,53,100,3,2.5,60,100,3,2.5,10,100,1,5,96,5,20,Well Organized,5,10,100,5,5,
